location,size,society,total_sqft,bath,balcony,price
Electronic City,2,,1025,2,1,29.6
Haralur Road,2,RInceeg,1140,2,2,43
7th Phase JP Nagar,3,Vasta C,1343,2,2,56.41
R.T. Nagar,3,,1560,3,2,85
Kalkere,2,Sothin ,925,2,2,51
Kanakpura Road,3,SoapeSu,1420,2,2,75
1st Block Koramangala,2,Dhnts A,1415,2,3,110
Shree Ananth Nagar Layout,2,Aaityi ,1210,2,2,60
Yeshwanthpur,3,RNvasth,1852,3,2,160
Hoskote,3,Deiveer,1250,3,2,50
9th Phase JP Nagar,2,Vasisvi,1100,2,1,65
2nd Phase Judicial Layout,2,,1150,2,1,40.25
Jakkur,2,ArndsSk,1100,2,1,53.35
Gandhi Bazar,6,,1020,6,1,370
Panathur,3,SVnamnd,1546,3,2,99
Ambedkar Nagar,2,SoechHa,1424,2,2,90
Bellandur,3,Itnaia ,1398,3,1,68
Indira Nagar,3,MCtleas,1650,3,2,200
Gandhi Bazar,6,,1020,6,1,370
Brookefield,3,Mapleer,1476,3,2,105
Gandhi Bazar,6,,1020,6,1,370
Magadi Road,3,Vrenty ,1322,2,2,58.82
Gandhi Bazar,6,,1020,6,1,370
Yemlur,2,,1100,2,2,55
Race Course Road,4,,4750,5,2,600
Sarjapur,3,Ahownve,1285,2,2,68
Ambalipura,2,SJodsed,1150,2,2,80
Thanisandra,3,MenueNo,1430,2,2,56
Marathahalli,3,,1350,2,2,62
Gandhi Bazar,6,,1020,6,1,370
Thubarahalli,2,Kenia G,1185,2,2,65
Bannerghatta Road,3,Leate O,1760,3,2,67
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,2,,900,2,1,41
Kanakpura Road,2,Soazak ,1297,2,1,105
Sector 1 HSR Layout,3,SodilDa,1840,3,2,155
Ramamurthy Nagar,2,,950,2,1,50.79
Gandhi Bazar,6,,1020,6,1,370
BTM 2nd Stage,2,Jancyva,950,2,1,52
Electronic City,3,Prarkun,1571,3,2,89
Electronic City Phase II,2,Brods W,1031,2,1,55
Whitefield,2,Goted U,1485,2,1,90
Ananth Nagar,2,Marnara,1109,2,1,60
Koramangala,3,,2200,3,2,180
Whitefield,1,Prtates,950,1,1,50
Gandhi Bazar,6,,1020,6,1,370
Hosa Road,2,Mahesr ,1161,2,1,55.15
Basavangudi,3,,2350,3,3,300
Electronic City Phase II,2,MJtroty,1003,2,1,40.6
Gandhi Bazar,6,,1020,6,1,370
9th Phase JP Nagar,2,,1080,2,2,37
Hulimavu,2,RatosAr,1255,2,2,73
Banaswadi,2,,1250,2,0,60
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
St. John's Road,2,,824,2,0,60
1st Phase JP Nagar,3,Prhtsok,1875,3,1,167
Bommasandra Industrial Area,3,,1320,2,1,38.12
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,3,Aklia R,1330,2,1,47
Kaikondrahalli,3,,1220,3,2,56
Electronic City,3,,1111,3,1,50
Kothannur,2,,1197,2,1,47.88
Marathahalli,4,Prionad,2519,5,2,185
Doopanahalli,3,,1340,2,1,100
Gandhi Bazar,6,,1020,6,1,370
Hoodi,3,GoAirej,1837,3,3,145
Gandhi Bazar,6,,1020,6,1,370
Kudlu Gate,2,ACiteda,1238,2,3,55
7th Phase JP Nagar,3,Vasta C,1405,2,2,59.01
Doddaballapur,4,,1690,3,2,80
Sathanur,3,,1620,2,1,110
Kanakpura Road,3,PuandHi,1673,3,2,115
Gandhi Bazar,6,,1020,6,1,370
Varthur,2,DSingSt,1112,2,2,40
Marathahalli,3,,1385,2,2,66.65
Electronic City Phase II,2,Assha A,545,1,1,27
Subramanyapura,2,Mayne A,985,2,1,58
Kanakpura Road,2,,1080,2,1,37.8
Hosa Road,2,Sosisic,1430,2,1,97.52
Kengeri Satellite Town,2,Malowr ,1050,2,2,43
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
ITI Layout,3,Arnorya,1533,3,2,115
Gandhi Bazar,6,,1020,6,1,370
Malleshwaram,3,Vaonyi ,2610,3,2,399
Lakshminarayana Pura,3,RothaVa,1750,3,2,150
Gandhi Bazar,6,,1020,6,1,370
Prithvi Layout,2,Prlmsge,1352,2,2,87.5
Harlur,3,SosicCl,1754,3,2,125
Tejaswini Nagar,3,Paion P,1560,3,2,85
Bannerghatta,4,Mamespa,3012,6,2,268
Whitefield,4,,3584,4,2,199
Channasandra,3,Pritehi,1470,2,1,90
9th Phase JP Nagar,2,NaensGa,1035,2,1,45
Gandhi Bazar,6,,1020,6,1,370
Kammanahalli,2,,1160,2,1,52
Jakkur,2,Elidet ,1100,2,2,52
Horamavu Agara,2,,1170,2,2,38
Bannerghatta Road,1,Hiatei ,595,1,1,31.83
HSR Layout,3,Brstark,1650,3,2,110
1st Block Jayanagar,3,,1875,2,3,235
Kamakshipalya,4,,800,4,1,80
kanakapura road,3,,1375,2,3,48.06
Ramagondanahalli,2,ViistLa,1235,2,1,46.8
Kaveri Nagar,1,,750,1,2,25
7th Phase JP Nagar,3,Eladero,1400,3,1,115
Poorna Pragna Layout,3,,1270,2,2,50.79
Bannerghatta Road,2,,1105,2,1,51
Sundar Ram Shetty Nagar,3,NeendLe,1375,2,3,85
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,2,Ulure S,1065,2,1,40.84
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Whitefield,1,UKe 2nz,825,1,1,45
Nelamangala,2,,1095,2,0,40
Gandhi Bazar,6,,1020,6,1,370
Udayapur Village,3,Plowsri,1440,2,2,60.33
Electronic City,2,GMown E,870,2,1,39.5
Panathur,2,Prcesvy,1195,2,1,84
"Kirloskar layout, Basaveshwarnagar",2,,1200,2,1,49.5
Raja Rajeshwari Nagar,3,Lancy R,1530,3,3,61.2
Padmanabhanagar,3,,1708,2,1,90.5
Alfa Garden Layout,2,Saeina ,975,2,1,43
KR Puram,2,,750,2,1,25
Gandhi Bazar,6,,1020,6,1,370
Iblur Village,3,DNionfl,1920,3,2,130
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,2,Bhe 2ko,1183,2,1,58.56
Gandhi Bazar,6,,1020,6,1,370
Mico Layout,3,Inasy E,1550,2,2,65
Kaggadasapura,2,Frides ,1110,2,3,53
Gandhi Bazar,6,,1020,6,1,370
Kaggadasapura,2,SLireap,1105,2,1,38.67
Gandhi Bazar,6,,1020,6,1,370
2nd Phase JP Nagar,5,,2800,4,2,200
Bommanahalli,2,,1000,2,2,29.9
Prithvi Layout,2,,1190,2,2,68
Gandhi Bazar,6,,1020,6,1,370
Hebbal,4,SNontle,3067,4,2,230
Sarjapur  Road,3,PualeSk,1929,4,1,103
Ramamurthy Nagar,3,SVyam N,1525,3,1,100
Nehru Nagar,3,Ceste C,1775,3,3,110
Banashankari,2,Koestpt,1125,2,1,63
Hessarghatta,2,,900,2,2,42
Sarjapur  Road,2,,1155,2,1,58
Gandhi Bazar,6,,1020,6,1,370
Sonnenahalli,2,Skacak ,1268,2,1,73
Hoodi Layout,3,SVstos ,1500,3,2,88
Electronic City,1,Prarkun,630,1,1,47
Seegehalli,3,Paoliy ,1525,3,2,65
Kaggadasapura,2,Mebhaee,1060,2,2,48
Lingadheeranahalli,3,Soiewre,1687,3,3,127
Thanisandra,3,Soitya ,1847,3,2,123
Begur Road,3,Dhalsh ,1410,2,3,53
7th Phase JP Nagar,2,SrncyRe,1075,2,1,42.99
Rajaji Nagar,4,PhestOn,3526,4,1,492
Gandhi Bazar,6,,1020,6,1,370
Basavangudi,3,,1500,2,1,143
Gaundanapalya,2,Sioma A,1010,2,2,46
Haralur Road,3,SNnia E,1875,3,3,110
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,2,GolusLi,983,2,1,50.6
Kasturi Nagar,2,,1101,2,2,65
Laxmi Sagar Layout,2,DubowRa,1140,2,1,76
Sarjapur  Road,2,Adeatlm,1215,2,2,110
Kengeri Satellite Town,2,,1007,2,3,42
Bellandur,3,SoderLa,2039,3,2,168
Ulsoor,3,,1020,3,2,110
Outer Ring Road East,2,,1198,2,1,84
5th block Koramangala,4,,4000,4,1,520
Gandhi Bazar,6,,1020,6,1,370
JakkurYelahanka,2,,1370,2,2,75
Yemlur,2,,1316,2,3,55.5
Kaggadasapura,3,Foity S,1350,3,1,55.5
Gunjur Palya,2,,1050,2,1,43
Electronic City,2,PrwarSa,921,2,1,34
Kundalahalli,2,Rasom B,1010,2,1,49.27
KR Puram,2,MCnexva,1015,2,1,43
Gandhi Bazar,6,,1020,6,1,370
Lakshminarayana Pura,2,RothaVa,1179,2,1,75
Anjanapura,4,,1850,4,2,86
Kammasandra,2,Prarkhi,870,2,1,24
Bellandur,3,,1605,3,2,85
Gandhi Bazar,6,,1020,6,1,370
Malleshwaram,3,Sariaat,2475,4,3,320
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
2nd Phase JP Nagar,2,Gintsar,1000,1,1,55
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Kashi Nagar,2,,1200,2,2,50
Hennur,2,Shateor,1255,2,1,57.5
Hosur Road,2,Collsrn,1085,2,2,30.38
Kanakpura Road,3,Soazak ,1592,3,2,125
B Narayanapura,2,,1313,2,1,58.27
Kogilu,3,Sourtal,1934,3,2,150
Harlur,2,Sancyi ,1200,2,1,49.5
Uttarahalli,6,PoetyHo,3600,6,2,120
Old Madras Road,2,SheldGr,935,2,1,45
Bommasandra,2,Vaodspe,877,2,2,30
Ashwathnagar,2,GMentAp,936,2,2,42
Nagasandra,3,,1470,2,2,110
Gandhi Bazar,6,,1020,6,1,370
Hennur Road,2,Puachal,1232,2,0,69.61
Ambedkar Nagar,3,SoechHa,2225,4,2,169
Gandhi Bazar,6,,1020,6,1,370
Dasarahalli,3,Sooneoo,1901,3,2,119
Sarjapur  Road,3,Klark L,1819,3,2,100
HOSUR MAIN ROAD,3,,1464,3,2,56
9th Phase JP Nagar,4,ImiteEl,5000,4,3,290
Someshwara Layout,4,,1200,4,3,169
Kacharakanahalli,2,,1256,2,1,60
7th Phase JP Nagar,2,,1100,2,2,44
Gandhi Bazar,6,,1020,6,1,370
Kothanur,3,,1435,3,3,70
6th Phase JP Nagar,4,,3245,4,3,250
Sarjapur  Road,3,Ceiti I,1845,4,1,110
Gandhi Bazar,6,,1020,6,1,370
HSR Layout,2,NRosete,1140,2,2,46
Ulsoor,2,,1200,2,0,60
Talaghattapura,3,Sodgere,2254,3,2,170
Frazer Town,3,Asareur,1750,3,2,150
Jalahalli West,2,Caiseha,1020,2,1,37
Bommanahalli,1,,515,1,1,25
Lingadheeranahalli,3,Soiewre,1893,3,2,140
Vasanth nagar,3,Pricae ,3025,3,0,500
Suddaguntepalya,2,,830,2,0,34
Gandhi Bazar,6,,1020,6,1,370
Bisuvanahalli,3,Prityel,1075,2,1,90
Gandhi Bazar,6,,1020,6,1,370
Kasavanhalli,2,HMonymp,1200,2,1,78
Sarjapur  Road,2,Brareio,1233,2,2,77.65
Bannerghatta Road,2,SNity S,1255,2,2,65.26
Begur Road,2,,1200,2,2,37.8
Varthur,3,,2145,3,2,175
Gandhi Bazar,6,,1020,6,1,370
Kothannur,2,,740,2,1,34
Kengeri,3,,1250,3,3,48
Channasandra Layout,2,,1210,2,2,40
Sarjapur  Road,3,Shthi S,1525,2,2,60
Gandhi Bazar,6,,1020,6,1,370
Tumkur Road,3,Sahtsva,1240,2,1,84
Subramanyapura,3,Mayne A,1245,2,1,68
Gandhi Bazar,6,,1020,6,1,370
Bisuvanahalli,3,Prityel,1075,2,1,35.99
Nagavara,2,,2200,2,1,55
Whitefield,2,SrireSo,1155,2,1,60
Doctors Layout,2,Mavelr ,1520,2,3,62
Thigalarapalya,4,Prtanha,3122,6,2,245
Harlur,2,Prncyrn,1290,2,1,85
1st Block HRBR Layout,3,,2300,3,1,80
Gandhi Bazar,6,,1020,6,1,370
Austin Town,1,,400,1,0,14
Banashankari,3,,1340,2,3,53.6
Malleshwaram,2,SrntsRV,900,2,1,95
Gandhi Bazar,6,,1020,6,1,370
Hennur Road,2,Koagati,987,2,1,49
Old Madras Road,3,Brglede,1720,3,2,100
Hebbal,2,Ratlet ,1040,2,1,50
Gandhi Bazar,6,,1020,6,1,370
Raja Rajeshwari Nagar,2,Neess P,1030,2,1,50
Neeladri Nagar,3,GeereEc,2556,3,2,133
Basavangudi,3,KuisePa,1850,3,1,168
Gandhi Bazar,6,,1020,6,1,370
Balagere,2,,1028,2,1,31.86
7th Phase JP Nagar,2,BriumMi,1270,2,1,83
Sahakara Nagar,3,,1655,3,1,115
Electronics City Phase 1,2,,940,2,1,40
Domlur,2,IBictnd,1050,2,2,85
Gandhi Bazar,6,,1020,6,1,370
Vishwapriya Nagar,2,Aaniaa ,946,2,1,38
CV Raman Nagar,3,VeSkyva,1726,3,3,145
Sarakki Nagar,3,Sowerew,2121,4,3,253
Vittasandra,2,Prlla C,1404,2,1,75
Sarjapur,3,,1525,2,2,48
Kengeri,2,Vaens G,1025,2,2,57
Gandhi Bazar,6,,1020,6,1,370
RMV 2nd Stage,2,,860,1,1,43
Talaghattapura,3,,1223,2,1,42.81
Lottegolla Halli,4,AnialPa,3750,3,1,550
Kothannur,2,,1197,2,1,47.8
Garudachar Palya,2,,1150,2,1,52.75
Gandhi Bazar,6,,1020,6,1,370
R.T. Nagar,2,Dhows M,1040,2,2,46
Banashankari,2,Bregae ,1310,2,2,80
Uttarahalli,3,Baveles,1788,3,2,98.34
Raja Rajeshwari Nagar,2,GrrvaGr,1144,2,2,38.55
Anjanapura,2,,1070,2,2,39
Nandini Layout,2,,1200,2,2,70
Ambedkar Nagar,3,,1862,3,2,120
Gandhi Bazar,6,,1020,6,1,370
Begur Road,2,,970,2,2,27
Kasavanhalli,3,Oca 2 V,1646,3,2,79.5
Sarjapur  Road,4,Klark L,4395,4,2,242
Gandhi Bazar,6,,1020,6,1,370
Iblur Village,3,DNionfl,1995,3,2,135
Gandhi Bazar,6,,1020,6,1,370
Hosakerehalli,2,Maunt M,1085,2,1,47.74
Budigere,2,PrityTr,1139,2,2,56.8
Haralur Road,2,,1092,2,2,44
Pattandur Agrahara,3,MaidoPl,1767,3,2,98
HMT Layout,3,,1700,3,2,80
Bellandur,3,Maonsrn,1692,3,2,88
6th Phase JP Nagar,3,,1645,3,3,100
Uttarahalli,3,Aklia R,1345,2,1,57
Basapura,2,Krtiqa ,1100,2,1,60
Gollarapalya Hosahalli,3,Mauner ,1408,3,3,62
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Thigalarapalya,3,Prtanha,2072,4,2,150
Malleshwaram,2,Maens G,1420,2,1,158
Gandhi Bazar,6,,1020,6,1,370
Sarjapur  Road,3,,1220,3,2,56
Gandhi Bazar,6,,1020,6,1,370
B Channasandra,2,,1300,2,1,79
Electronics City Phase 1,2,,1150,2,2,39
KR Puram,2,,1470,2,2,86
Hosa Road,2,SStusan,1063,2,1,31.9
Harappanahalli,2,,1311,2,2,48
Dollars Colony,4,,3500,4,3,350
Gandhi Bazar,6,,1020,6,1,370
Arehalli,3,,1400,2,2,55
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,3,MenueNo,1430,2,2,56
Vidyaranyapura,2,,1060,2,2,55
Cambridge  road,3,,1000,2,0,110
Sector 7 HSR Layout,3,Saitya ,1760,3,2,145
Whitefield,3,Suent V,2010,3,3,92
Kanakpura Road,3,Wiowsri,1480,2,2,64.23
8th Phase JP Nagar,3,,1230,2,2,43.5
Gottigere,3,,1300,3,3,65
Gandhi Bazar,6,,1020,6,1,370
Frazer Town,4,Meentan,4850,6,2,385
Singasandra,2,GRe 2iv,1100,2,1,52
Harlur,3,SosicCl,1752.12,3,2,116
Marathahalli,2,,957,2,1,46.9
Hennur Gardens,3,PlhtsHe,1942,3,2,102
Ashirvad Colony,2,Swhtsna,1000,2,2,53
Yeshwanthpur,1,IBityin,668,1,1,36.85
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,2,,1089,2,1,43.55
Thanisandra,3,R ra  R,1800,3,3,90
Yelahanka New Town,1,,960,2,1,18
Yelahanka,2,Pyikad ,1036,2,3,39.35
Marathahalli,3,PueraRi,1583,3,3,105
Gandhi Bazar,6,,1020,6,1,370
Padmanabhanagar,2,Bhise P,1100,2,2,65
Gandhi Bazar,6,,1020,6,1,370
Vittasandra,2,Prlla C,1246,2,1,65
Dodda Nekkundi,2,SaisePa,850,2,3,28
Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,51.51
Thanisandra,3,Soitya ,1697,3,2,114
Gandhi Bazar,6,,1020,6,1,370
HRBR Layout,3,,1567,3,3,90
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Veerannapalya,2,,950,2,2,45
Howthinarayanappa Garden,2,Vidil D,1022,2,2,52
Kammasandra,2,PaigeMa,1018,2,0,23.45
Gandhi Bazar,6,,1020,6,1,370
Bharathi Nagar,2,FoapeWa,1322,2,2,68
Gandhi Bazar,6,,1020,6,1,370
Doddakallasandra,3,,1460,2,2,58.39
SRINIVASAPURA,2,,990,2,1,44.55
Cambridge Layout,3,Sancybr,2400,3,1,260
Whitefield,3,Lallere,1635,2,2,85
Rajaji Nagar,4,PhestOn,3526,4,1,558
Gandhi Bazar,6,,1020,6,1,370
Ramakrishnappa Layout,3,PeBayle,2770,3,1,460
Maragondanahalli,3,ArnzaFi,1533,3,2,85
Akshaya Nagar,3,Hiows C,1720,3,1,134
Frazer Town,3,,2000,3,1,200
Yeshwanthpur,2,Aroomba,1185,2,2,75.84
Varthur Road,2,,900,2,1,27
Attibele,1,Jae 1hu,395,1,1,10.25
Electronic City Phase II,2,Brods W,1031,2,1,56.35
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,4,G conTh,2650,4,2,240
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,3,SLnssPr,1330,2,2,46.55
Hennur,2,Exitym ,1259,2,2,57
Raja Rajeshwari Nagar,3,GRvanun,1570,3,2,88
Bisuvanahalli,3,Prityel,1075,2,1,36
Whitefield,2,Prtates,1216,2,1,79
Sarjapur  Road,3,Srisei ,1428,2,2,66
Begur Road,2,,1160,2,2,40.59
Gandhi Bazar,6,,1020,6,1,370
Doddakannelli,3,SastyDy,1475,3,2,70
Harlur,3,,1754,3,2,135
Rayasandra,3,,1639,3,1,83
Hennur Road,3,Puachal,1804,3,2,102
Gandhi Bazar,6,,1020,6,1,370
Anand Nagar,2,,1135,2,3,55
Begur Road,2,Dhalsh ,1260,2,2,46.62
Gandhi Bazar,6,,1020,6,1,370
Hennur Road,3,Asadacy,2160,3,2,160
Gandhi Bazar,6,,1020,6,1,370
Rachenahalli,2,,1220,2,2,59.5
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,2,Chara N,1300,2,3,65
Cox Town,1,EGdiaAr,605,1,1,29
Gandhi Bazar,6,,1020,6,1,370
Bhoganhalli,2,Rosha I,1444,2,1,75.97
Amruthahalli,2,,924,2,1,45
Kaikondrahalli,2,,1000,2,1,30
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Bisuvanahalli,2,Prityel,845,2,1,29
Kanakpura Road,2,PrarePa,700,2,1,35
Kothanur,2,,1187,2,2,58
Kaggadasapura,3,Saconp ,1625,3,2,55
Gandhi Bazar,6,,1020,6,1,370
Pulkeshi Nagar,2,ElaleSp,1452.55,2,3,110
"Thanisandra Main Road, ",3,,2357,3,2,151
Kaval Byrasandra,2,,1200,2,1,49.5
Budigere,2,PrityTr,1139,2,2,56.85
Gandhi Bazar,6,,1020,6,1,370
Kanakpura Road,3,PuandHi,1660,3,3,75
Jayanagar,2,Rakulai,1170,2,3,105
Somasundara Palya,2,Srhts P,1448,2,2,68
Kadugodi,3,Alestrb,1762,3,3,110
Kaggadasapura,2,SLireap,1105,2,1,38.65
Yelahanka,3,Miitat ,1825,3,1,105
Gandhi Bazar,6,,1020,6,1,370
Thanisandra,2,MenueNo,1185,2,2,43
Electronic City Phase II,3,Sryalan,1320,2,1,38.12
Hulimavu,2,Suelsa ,1058,2,1,48
Bellandur,2,,1220,2,2,60
Sarjapur,2,,925,2,1,25
Old Madras Road,2,Brglede,1200,2,1,72
Kengeri,3,,1160,2,2,40.6
Gandhi Bazar,6,,1020,6,1,370
banashankari stage iii sa,3,,1411,3,2,91.72
Bannerghatta Road,3,SNity S,1550,3,2,78
Green Glen Layout,4,,3250,4,3,230
Haralur Road,3,NDionas,2475,4,3,130
7th Phase JP Nagar,4,Puarero,2503,4,0,188
Marathahalli,4,Prionad,2524,5,2,190
Kaggadasapura,2,,1063,2,2,42
Kanakpura Road,2,,1077,2,1,37.7
Manayata Tech Park,2,,1200,3,2,44
Hosakerehalli,4,,1500,3,2,70
Jalahalli,2,Vaniai ,1045,2,2,76.77
Kanakapura,3,SPavenc,1290,2,3,45.15
Hoodi,2,SMaxyay,1400,2,1,78
Begur Road,3,,1600,3,2,58.14
Jayanagar,3,,3095,3,3,375
Nagavara,3,,1545,2,1,58
Sarjapur  Road,3,Mades G,1680,3,1,112
Amruthnagar,2,,1350,2,1,67.5
Gottigere,2,,950,2,1,38
Thanisandra,2,,1050,2,2,45
Banashankari Stage V,3,,1305,2,2,49
Gandhi Bazar,6,,1020,6,1,370
Kodichikkanahalli,5,,2700,7,2,125
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Begur Road,3,Pruthg ,1634,3,1,83.33
Prithvi Layout,2,Prlmsge,1352,2,2,85
Balagere,2,HiqueMa,1145,2,2,65
Alfa Garden Layout,2,,1240,2,2,43.79
7th Phase JP Nagar,3,BriumMi,2200,3,2,190
Bommasandra Industrial Area,2,,1020,2,1,39
Palace Guttahalli,4,,3600,4,1,365
Raja Rajeshwari Nagar,2,Prllsan,1168,2,1,61
Electronic City Phase II,2,SNbay G,1205,2,1,75
Yeshwanthpur,2,Vatra N,1195,2,2,100
CV Raman Nagar,2,,1028,2,1,49
Akshya Nagar,2,,1175,2,2,48.27
Pai Layout,3,Saent A,1550,2,2,90
Yeshwanthpur,3,,1826,3,2,165
Gandhi Bazar,6,,1020,6,1,370
Yelahanka,3,Niareum,1603,3,2,96
Marathahalli,3,,1350,3,1,72
KR Puram,1,,714,1,1,28
Whitefield,2,,1215,2,3,65
Malleshpalya,3,MancyRe,1405,2,2,77
KR Puram,2,MCvarar,1142,2,1,51
Gandhi Bazar,6,,1020,6,1,370
Whitefield,3,Brony H,1870,3,2,90
Subramanyapura,2,Chllsev,1313,2,2,73
Hennur Gardens,3,PlhtsHe,1945,3,3,120
Thanisandra,3,Bhmesy ,1573,3,2,95
Sarjapur  Road,2,Mades G,1255,2,1,92
Benson Town,4,,1400,3,2,91.15
Kannamangala,2,,1235,2,2,43.63
Sarjapur  Road,3,Shthi S,1380,2,1,52
Gandhi Bazar,6,,1020,6,1,370
Vittasandra,2,,1238,2,1,67
Chennammana Kere,3,,1465,2,3,74.72
Thigalarapalya,2,,1418,2,2,103
Victoria Layout,3,,1650,3,1,165
Uttarahalli,2,Sagnage,1279,2,2,48
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Hebbal,3,SNontle,2526,2,2,250
Gandhi Bazar,6,,1020,6,1,370
Uttarahalli,3,DSera S,1845,2,1,68.27
Motappa Layout,3,Puodse ,1360,2,1,59.27
Friends Colony,3,,1150,2,1,75
Whitefield,2,Sancya ,1260,2,2,49.5
Gandhi Bazar,6,,1020,6,1,370
Dasanapura,2,Tavenew,965,2,1,42.5
Hoodi,3,Adion M,1350,2,3,48
Bhoganhalli,2,Rosha I,1447,2,1,75.97
Arehalli,3,,1229,3,1,86.03
Kudlu,2,,1027,2,2,43
Gottigere,2,M denGa,1153,2,1,48.5
Malleshpalya,2,A idse ,1065,2,2,50
Tala Cauvery Layout,2,Skarkev,1030,2,3,61
Mallasandra,2,,1340,2,2,61
Marathahalli,4,PueraRi,4000,5,2,212
Gandhi Bazar,6,,1020,6,1,370
Begur Road,3,Dhalsh ,1410,2,3,44.42
Varthur,2,Myple M,1055,2,2,45.35
Yelahanka,2,Prensya,1304,2,1,79
Sadashiva Nagar,4,,2720,4,1,485
Kammasandra,2,Puitea ,990,2,1,31.5
7th Phase JP Nagar,2,,1035,2,1,39.33
Sonnenahalli,2,,1120,2,2,43
Haralur Road,2,NDionas,1300,2,2,73
Tumkur Road,2,Sapus S,1239,2,1,82
Sarjapur  Road,3,Daivon ,1403,3,3,51.63
Hosa Road,2,Sosisic,1365,2,1,92
8th block Koramangala,2,Sid 2ss,1165,2,1,135
Subramanyapura,3,,1130,2,3,45.19
Green Glen Layout,3,Solia D,1776.42,3,2,105
Gandhi Bazar,6,,1020,6,1,370
Haralur Road,2,,1194,2,2,47
Bidadi,2,Etuney ,1107,2,2,33
Nagavara,3,,2319,3,2,180
Nallurhalli,3,DNtonri,1520,3,3,80
Kannamangala,3,Sonue A,1536,3,1,89
Teachers Colony,4,,3000,4,2,240
Belathur,2,Viiniai,1050,2,1,38
Hoodi,3,GoAirej,1850,3,2,146
Billekahalli,2,Diisein,1112,2,2,62
Marathahalli,3,,1535,3,2,72.5
Kanakpura Road,2,,1050,2,1,35
Gandhi Bazar,6,,1020,6,1,370
7th Phase JP Nagar,3,JDensar,1250,3,2,65
Kalena Agrahara,2,CSvelMa,1187,2,3,52
9th Phase JP Nagar,2,,1164,2,1,56
Electronic City Phase II,3,SNbay G,1395,2,1,62.78
Arekere,3,RRnumn ,2072,3,2,108
Kanakpura Road,3,JRrnauv,1450,3,3,60.91
Bannerghatta Road,3,SNity S,1550,3,2,82
Sampige Layout,2,,1315,2,2,90
Hebbal,4,SNontle,3067,4,3,230
Amruthnagar,2,Saeur G,1210,2,2,72
Bisuvanahalli,3,Prityel,1075,2,1,47
Sathya Sai Layout,6,Prowshi,11338,9,1,1000
Virgonagar,3,,1215,3,1,42.2
Kaggadasapura,3,Prmesad,1470,2,2,75
Gandhi Bazar,6,,1020,6,1,370
Hosur Road,3,Saageat,1590,2,2,125
Kanakpura Road,2,Shdhia ,1050,2,1,36.75
Raja Rajeshwari Nagar,2,GrrvaGr,1306,2,1,55.91
Malleshwaram,3,Maens G,2000,3,2,250
"Kudlu Village, ",3,,1445,3,2,64
Sarjapur  Road,3,,1220,3,2,58
Gandhi Bazar,6,,1020,6,1,370
Ramagondanahalli,2,ViistLa,1215,2,1,51.26
Budigere,3,PrityTr,1920,2,1,88
Dodda Nekkundi,2,,1390,2,2,60
Gandhi Bazar,6,,1020,6,1,370
Gandhi Bazar,6,,1020,6,1,370
Hoodi,2,GoAirej,1196,2,0,71.74
Bannerghatta Road,3,Siaraa ,1550,2,2,75
Thigalarapalya,2,Prtanha,1418,2,2,101
Varthur Road,3,,1655,3,2,115
KR Puram,2,SancyRe,1115,2,2,33.45
Rajiv Gandhi Nagar,2,NCiteEl,1170,2,2,68
Anekal,2,Sraveks,1035,2,2,38.3
Singasandra,3,,1306,2,2,58
Kengeri,2,VBn 2lm,750,2,2,22
Thanisandra,3,Bhmesy ,1917,3,3,122
Kaggadasapura,3,Frowsru,1615,3,3,58
Marathahalli,2,,1071,2,2,52.25
Koramangala,2,Suryais,1325,2,2,119
Gandhi Bazar,6,,1020,6,1,370
5th Phase JP Nagar,3,,1400,2,1,88
Tumkur Road,2,Sapus S,1246,2,1,82
Sarjapur,2,Coa It ,1215,2,0,40
Munnekollal,2,Akave E,1200,2,2,49.5
